,case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
342,EZYV10352,Asia,1,Y,N,4221,2014,Northeast,19395.62,4,Y,0
343,EZYV16133,Europe,4,N,N,2351,2012,West,41500.95,4,Y,1
344,EZYV24436,Europe,2,N,Y,117494,1997,Midwest,64149.6,4,Y,1
345,EZYV17630,North America,1,Y,N,2827,2004,Midwest,11686.84,4,Y,0
346,EZYV14992,Asia,1,N,N,5816,2012,Northeast,98525.42,4,Y,0
347,EZYV6166,North America,2,Y,N,2017,2010,South,121441.26,4,N,0
348,EZYV3123,Asia,1,N,N,1983,2009,West,45894.58,4,Y,0
349,EZYV15278,Europe,4,N,N,428,1876,Northeast,41794.8,4,Y,1
350,EZYV791,Asia,1,N,N,974,1846,South,14125.36,4,Y,1
351,EZYV16901,Asia,2,N,N,1235,1838,South,688.5408,1,Y,0
352,EZYV500,Asia,1,N,N,553,1979,South,61744.57,4,N,1
353,EZYV1577,Europe,2,Y,N,3456,1991,Island,74053.11,4,Y,1
354,EZYV14024,North America,2,Y,N,414,1987,Northeast,29623.54,4,Y,1
355,EZYV336,Asia,2,Y,N,1222,1975,Midwest,54424.62,4,Y,1
356,EZYV17939,Asia,2,Y,N,773,1992,South,45067.85,4,Y,1
357,EZYV12535,Asia,2,N,N,1968,1909,Northeast,229794.44,4,N,1
358,EZYV11953,North America,2,Y,N,3632,1951,Northeast,74097.17,4,Y,1
359,EZYV20207,Asia,1,Y,Y,3184,1986,Northeast,49435.8,4,Y,1
360,EZYV11929,North America,2,Y,N,1476,2008,South,633.6646,1,Y,0
361,EZYV4561,Asia,1,N,N,4230,2002,Midwest,98419.73,4,Y,0
362,EZYV2622,Asia,1,Y,N,5106,1995,West,125750.1,4,Y,1
363,EZYV2113,Asia,2,Y,N,22901,2000,West,47173.4,4,Y,1
364,EZYV21625,Europe,2,N,Y,11917,1999,Northeast,155553.25,4,Y,1
365,EZYV24796,Asia,4,Y,N,71055,2010,Northeast,42987.3,4,Y,0
366,EZYV20931,Asia,2,N,N,2373,1992,Midwest,32197.86,4,Y,1
367,EZYV19023,North America,4,Y,N,625,2004,Northeast,199.5532,1,Y,1
368,EZYV19862,Europe,1,Y,N,291,1985,Midwest,24342.62,4,Y,1
369,EZYV9339,North America,3,Y,N,4214,1998,West,55065.35,4,Y,0
370,EZYV3480,Asia,2,N,N,1663,2003,Midwest,359.9667,1,Y,0
371,EZYV14504,Asia,1,N,N,1366,2008,South,204141.1,4,Y,1
372,EZYV12291,North America,1,Y,N,2659,2003,West,54830.84,4,Y,1
373,EZYV10609,Asia,3,Y,N,1230,2001,Midwest,42658.22,4,Y,0
374,EZYV18855,North America,3,Y,N,325,2009,Island,128384.95,4,Y,1
375,EZYV3616,Asia,2,N,N,74599,1992,Midwest,68978.65,4,Y,0
376,EZYV2004,Asia,1,N,N,1725,1971,Northeast,112557.69,4,N,0
377,EZYV1331,Asia,3,N,N,2446,2009,Northeast,136201.77,4,Y,0
378,EZYV2856,Europe,4,N,N,3009,2012,Northeast,81812.39,4,Y,1
379,EZYV13925,Asia,2,Y,N,1053,1988,West,70771.41,4,Y,1
380,EZYV25172,Asia,2,Y,N,1892,1997,Midwest,65117.59,4,Y,1
381,EZYV7071,Asia,1,Y,N,3645,2014,South,65132.85,4,Y,1
382,EZYV17505,Asia,2,Y,N,27959,2004,West,138437.36,4,Y,1
383,EZYV7568,North America,2,Y,N,3762,2010,Midwest,27984.17,4,Y,1
384,EZYV15878,Europe,4,N,Y,766,1993,West,32035.12,4,Y,1
385,EZYV19803,Asia,3,Y,N,2253,1948,Midwest,45913.14,4,Y,1
386,EZYV4073,North America,1,N,N,1559,1986,South,70603.29,4,Y,0
387,EZYV25220,North America,2,N,N,4844,2005,Northeast,13949.76,4,Y,1
388,EZYV19354,Asia,4,Y,N,2300,2002,Midwest,76653.75,4,Y,1
389,EZYV20885,Asia,1,N,N,3524,1968,Northeast,99991.71,4,Y,0
390,EZYV1704,Asia,3,Y,N,57909,1888,West,67786.77,4,N,0
391,EZYV14064,Asia,1,N,Y,3508,2011,South,41737.57,4,Y,0
392,EZYV18140,Asia,2,Y,N,4735,2012,West,88641.79,4,Y,1
393,EZYV10077,Asia,2,Y,N,2068,2001,Midwest,154409.22,4,Y,1
394,EZYV10498,Asia,1,N,N,15097,1997,West,38600.3,4,Y,0
395,EZYV11900,Asia,2,Y,N,3963,2005,West,75028.34,4,N,1
396,EZYV4875,North America,2,N,N,2660,2005,Midwest,131032.71,4,Y,1
397,EZYV11622,Africa,2,N,N,1231,1999,South,357.8213,1,Y,1
398,EZYV32,Asia,4,Y,N,995,1880,South,135866.13,4,N,1
399,EZYV698,Africa,2,Y,N,2043,1961,West,53557.18,4,Y,1
400,EZYV19557,Asia,2,Y,N,3504,1838,Northeast,78160.6,4,Y,0
401,EZYV15429,North America,2,N,N,1805,1972,West,47165.25,4,Y,1
402,EZYV632,Asia,4,N,N,88484,2001,South,53999.52,4,Y,1
403,EZYV6736,North America,2,N,N,831,1977,Midwest,141351.26,4,N,1
404,EZYV13689,Asia,2,Y,N,59611,1993,South,161699.75,2,Y,1
405,EZYV10431,Asia,4,N,N,223,2000,South,124663.67,4,Y,1
406,EZYV16603,Asia,1,N,Y,2127,2001,South,120022.22,4,Y,0
407,EZYV4768,Asia,1,N,N,1814,2000,Northeast,134653.68,4,N,0
408,EZYV8101,North America,1,Y,N,2970,2001,South,122771.52,4,Y,1
409,EZYV21760,Europe,3,N,N,17388,1988,West,16911.35,4,Y,1
410,EZYV14820,Asia,2,N,N,1871,1975,Midwest,782.6246,1,Y,0
411,EZYV22357,Asia,2,N,N,5485,1985,Northeast,83264.09,4,Y,0
412,EZYV11572,Asia,3,Y,N,918,1987,South,626.7561,1,Y,0
413,EZYV14231,Asia,1,Y,N,1560,2005,Northeast,67957.66,4,Y,1
414,EZYV4601,Asia,1,Y,N,389,2009,West,83766.6,4,Y,0
415,EZYV24231,Asia,3,N,N,307,1930,South,359.7006,1,Y,1
416,EZYV20697,Asia,2,N,N,2273,2006,South,906.9333,1,Y,0
417,EZYV3818,Asia,1,Y,N,1051,1999,South,852.32,4,Y,0
418,EZYV12681,Asia,1,N,N,2391,1977,Northeast,65430.83,4,Y,0
419,EZYV16142,North America,3,Y,N,2877,2013,West,83608.9,4,Y,1
420,EZYV9961,Europe,1,N,N,954,1973,Northeast,82186.65,4,N,0
421,EZYV2901,Asia,1,N,Y,862,2013,Midwest,60002.59,4,Y,0
422,EZYV23792,Asia,2,Y,N,28870,2000,South,102438.68,4,N,1
423,EZYV7986,Asia,1,N,N,43,2000,Northeast,117719.57,4,Y,1
424,EZYV25196,North America,2,Y,N,47,2001,South,234308.77,4,N,1
425,EZYV3265,Oceania,2,Y,N,264,1983,South,203769.29,4,Y,1
426,EZYV7404,Asia,1,N,N,986,2004,West,44077.46,4,Y,0
427,EZYV12139,South America,2,Y,N,3039,2000,West,96504.09,4,Y,0
428,EZYV6439,Asia,2,Y,N,815,2011,South,3232.72,4,Y,1
429,EZYV11615,Asia,3,Y,N,248,2000,South,105995.03,4,N,0
430,EZYV13682,Europe,4,Y,N,72,1984,South,3715.06,4,Y,1
431,EZYV24211,Asia,3,N,Y,1806,2001,South,82442.81,4,Y,1
432,EZYV20253,North America,1,Y,N,4668,1999,South,207167.61,4,Y,0
433,EZYV25399,Europe,1,Y,N,3611,1996,Island,130749.9,4,Y,1
434,EZYV3389,Asia,1,N,N,981,1947,Northeast,98089.76,4,Y,0
435,EZYV3311,Asia,2,N,N,2008,1956,West,165421.04,3,Y,0
436,EZYV22915,North America,1,N,N,5366,1950,West,52533.23,4,Y,0
437,EZYV6308,Europe,1,N,Y,1872,1865,South,75195.5,4,Y,0
438,EZYV23336,Oceania,2,N,N,3173,1993,Northeast,122.65,1,Y,0
439,EZYV21232,Europe,4,Y,N,1758,1978,Northeast,31651.06,4,Y,0
440,EZYV16246,Asia,1,Y,N,3164,1977,Northeast,115051.81,4,Y,1
441,EZYV17345,Asia,2,Y,N,4949,1966,West,65710.83,4,Y,1
442,EZYV15981,Asia,3,N,N,2289,1986,Midwest,92302.36,4,Y,0
443,EZYV22069,North America,2,Y,Y,1841,2005,South,105585.95,4,Y,1
444,EZYV3639,Asia,2,N,N,1472,2006,Midwest,215525.05,4,Y,0
445,EZYV21168,North America,1,N,N,3065,1855,Northeast,699.9581,1,Y,0
446,EZYV7452,Asia,1,N,N,4796,2011,Northeast,135104.5,4,Y,1
447,EZYV11314,Asia,2,Y,N,1605,2012,Northeast,38500.66,4,Y,1
448,EZYV116,Asia,2,N,N,3323,2005,Midwest,57590.66,4,Y,1
449,EZYV12629,Africa,3,Y,N,2461,1969,West,937.3771,1,Y,0
450,EZYV6516,Asia,2,Y,N,2666,2007,South,96115.91,4,N,1
451,EZYV23498,Asia,1,N,N,683,2008,South,97652.48,4,Y,0
452,EZYV18933,Europe,1,Y,N,2188,2006,Midwest,9118.99,4,Y,1
453,EZYV2499,Asia,2,Y,N,2950,1868,Northeast,124974.58,4,N,1
454,EZYV21745,Europe,2,N,N,1872,2005,South,14943.16,4,Y,1
455,EZYV5503,Asia,1,N,N,1147,1981,South,79251.87,4,Y,1
456,EZYV11833,Asia,1,N,N,2087,2007,Northeast,55777.72,4,Y,1
457,EZYV4955,Europe,4,Y,N,3140,1940,West,5947.12,4,Y,1
458,EZYV9515,North America,2,Y,N,4816,1976,Northeast,109195.65,4,N,1
459,EZYV20477,Asia,1,N,N,405,1965,South,109743.64,4,Y,0
460,EZYV21988,Asia,2,N,N,67,1998,Northeast,235.02,4,Y,1
461,EZYV20271,Asia,3,Y,N,2452,2013,Northeast,26766.3,4,Y,1
462,EZYV1200,Asia,1,Y,N,3408,1930,Midwest,67744.54,4,N,1
463,EZYV8207,Asia,2,Y,N,1016,1984,Northeast,120070.0,4,N,1
464,EZYV25054,North America,3,Y,N,3994,1889,South,75734.27,4,Y,1
465,EZYV18701,Asia,3,Y,N,2539,1946,Midwest,153522.34,4,Y,1
466,EZYV1693,North America,1,Y,N,2553,1890,South,244457.48,4,Y,1
467,EZYV24456,North America,3,N,N,2957,1855,Northeast,59584.77,4,Y,1
468,EZYV15187,North America,2,Y,N,99872,1986,Northeast,32409.37,4,Y,1
469,EZYV10949,Asia,1,Y,N,913,1832,West,12165.84,4,Y,1
470,EZYV25080,Europe,3,Y,N,3683,1983,West,87573.18,4,Y,1
471,EZYV12171,Asia,2,Y,N,401,1989,Northeast,58489.89,4,Y,1
472,EZYV20032,North America,2,N,N,3651,2010,West,48220.39,4,Y,0
473,EZYV22809,Asia,2,Y,N,214,2000,Northeast,185347.74,4,Y,0
474,EZYV11795,Europe,1,Y,N,2535,1991,Northeast,51451.98,4,Y,1
475,EZYV19134,Asia,2,Y,N,1441,2003,West,102129.46,4,Y,1
476,EZYV22524,Europe,1,N,N,2404,2010,Northeast,19384.16,4,Y,1
477,EZYV19733,Asia,2,Y,N,2789,2013,West,98661.62,4,Y,1
478,EZYV15238,Asia,1,N,Y,20536,2016,South,117973.61,4,Y,1
479,EZYV6553,Asia,1,Y,Y,346,1994,South,20804.15,4,Y,1
480,EZYV1609,Asia,2,N,N,853,2000,Northeast,156.3038,1,Y,0
481,EZYV12217,Europe,4,Y,N,1700,1989,South,83770.01,4,Y,1
482,EZYV12231,Asia,1,Y,N,463,2006,Northeast,96238.49,4,Y,1
483,EZYV9535,Asia,2,Y,N,1932,1984,Island,31871.43,4,Y,1
484,EZYV3016,North America,1,N,N,3461,2005,South,118245.77,4,N,0
485,EZYV22071,Europe,4,N,N,1385,1998,West,735.71,4,Y,0
486,EZYV18498,South America,2,Y,N,1754,1994,Island,100114.06,4,Y,0
487,EZYV2989,Europe,1,N,N,1337,2014,West,52097.71,4,Y,1
488,EZYV13397,Europe,1,N,Y,2859,1994,West,120862.55,4,Y,1
489,EZYV4591,Europe,2,Y,N,2812,1952,Island,109831.16,4,N,1
490,EZYV16547,North America,2,Y,N,2224,1981,West,82079.49,4,N,0
491,EZYV1554,Asia,2,N,Y,1941,2013,South,99478.67,4,Y,1
492,EZYV11072,North America,2,Y,N,691,1992,Midwest,147430.45,4,Y,1
493,EZYV6280,South America,1,N,N,2093,2009,South,419.7764,1,Y,0
494,EZYV13959,Europe,2,Y,N,1978,2013,Northeast,23311.5,4,Y,1
495,EZYV1338,Asia,2,N,N,4212,1947,West,69583.28,4,Y,0
496,EZYV2481,Europe,2,Y,N,1306,2006,West,36687.83,4,Y,1
497,EZYV21129,Asia,1,N,N,941,1989,South,64296.24,4,Y,1
498,EZYV24171,North America,2,N,N,1226,2014,Northeast,231426.9,4,N,0
499,EZYV5006,Asia,1,Y,N,3071,1967,West,129267.0,4,Y,1
500,EZYV18968,Europe,4,Y,N,2623,2012,South,13887.91,4,Y,1
501,EZYV18948,Asia,2,Y,N,786,2012,South,49160.78,4,Y,1
502,EZYV687,Asia,2,N,N,582,1971,South,92051.71,4,Y,1
503,EZYV2998,Asia,1,N,N,4138,1893,South,84318.39,4,Y,0
504,EZYV9713,Asia,2,N,N,5207,1995,West,115734.93,4,N,1
505,EZYV8589,Asia,2,Y,N,1956,2012,West,27426.08,4,Y,1
506,EZYV8929,Asia,2,N,N,2726,1838,Northeast,8717.72,4,Y,1
507,EZYV23924,Asia,2,Y,N,2849,2009,South,125106.92,4,N,1
508,EZYV4679,North America,1,Y,N,3310,2006,West,156749.08,4,Y,1
509,EZYV14904,Europe,1,N,Y,847,1999,West,7959.97,4,Y,1
510,EZYV22252,Asia,1,Y,N,1721,1996,Northeast,4092.89,4,Y,1
511,EZYV23988,Asia,2,Y,N,5683,2005,Midwest,104478.71,4,N,0
512,EZYV16972,Asia,2,N,N,3138,1947,Northeast,121.24,1,Y,0
513,EZYV11491,Asia,2,N,N,3208,2001,South,81536.29,4,Y,1
514,EZYV23530,Africa,2,Y,N,4534,1966,Northeast,128574.6,4,Y,0
515,EZYV21688,Asia,3,Y,N,666,1939,Midwest,116712.38,4,Y,1
516,EZYV13481,Asia,1,Y,N,4289,2002,South,204055.16,4,Y,0
517,EZYV19436,Europe,3,Y,N,2994,1961,South,3048.5,3,Y,1
518,EZYV15092,Asia,3,N,N,318,1831,South,88883.13,4,N,0
519,EZYV17446,Asia,1,Y,N,1020,2006,Midwest,67631.94,4,Y,1
520,EZYV9943,Asia,3,Y,N,821,1922,South,152792.17,4,Y,0
521,EZYV3002,Europe,4,N,N,51569,1999,Northeast,8476.52,4,Y,1
522,EZYV22377,Europe,2,N,N,132782,1993,Northeast,83488.1,4,Y,1
523,EZYV9571,Asia,1,Y,N,360,1940,West,95633.63,4,Y,0
524,EZYV6519,Asia,3,Y,N,3145,1831,West,62740.98,4,Y,0
525,EZYV7025,Asia,3,N,N,656,1978,Northeast,40732.54,4,Y,0
526,EZYV4340,Asia,2,Y,N,1976,1968,South,96508.0,4,Y,1
527,EZYV16760,South America,4,Y,Y,242,1998,West,63051.5,4,Y,1
528,EZYV839,Africa,2,Y,N,1885,1992,West,47639.56,4,Y,1
529,EZYV2445,North America,2,Y,N,4703,2001,Northeast,11709.44,4,Y,1
530,EZYV20127,Asia,2,Y,N,4879,2010,Northeast,72361.75,4,Y,1
531,EZYV21597,Asia,1,N,N,2775,2013,West,83055.08,4,Y,0
532,EZYV6229,Asia,2,Y,N,552,1995,Midwest,119266.22,4,Y,1
533,EZYV17356,Asia,2,N,N,1217,2009,South,66323.31,4,Y,1
534,EZYV6249,North America,2,N,N,2205,1977,Northeast,511.4655,1,Y,0
535,EZYV14569,Asia,2,N,N,548,1998,Midwest,125472.25,4,Y,1
536,EZYV12435,Europe,1,Y,N,874,1986,Northeast,84595.79,4,Y,1
537,EZYV19041,Asia,2,Y,N,1337,1969,Midwest,60522.85,4,Y,1
538,EZYV2027,Asia,1,N,N,338,2005,South,222730.57,4,Y,1
539,EZYV23377,Asia,1,Y,Y,2853,1988,West,80898.03,4,Y,1
540,EZYV14844,Asia,3,Y,N,2905,2005,Midwest,87683.92,4,Y,0
541,EZYV21378,Asia,1,Y,N,245,1987,South,12580.88,4,Y,1
542,EZYV5771,Asia,1,Y,N,2624,2013,Northeast,29350.94,4,Y,1
543,EZYV3194,Asia,1,Y,N,3735,1892,Northeast,102879.08,4,Y,1
544,EZYV21967,Asia,1,Y,N,1889,2005,West,115310.83,4,N,0
545,EZYV240,Europe,2,Y,N,5504,1996,South,59125.18,4,Y,1
546,EZYV1433,Asia,3,Y,N,3729,1998,South,99865.67,4,Y,1
547,EZYV2029,Europe,2,Y,N,1276,1940,West,33391.08,4,Y,1
548,EZYV17819,Asia,1,Y,N,5580,1996,West,110204.37,4,Y,1
549,EZYV6649,Europe,3,Y,N,3778,1969,South,11175.94,4,Y,0
550,EZYV22457,Europe,2,N,N,1320,1977,Northeast,203162.59,4,Y,1
551,EZYV6563,Asia,2,N,N,1383,2004,Midwest,718.027,1,Y,1
552,EZYV23989,North America,2,N,N,2250,1969,South,321.4051,1,Y,1
553,EZYV8659,Asia,2,Y,N,873,1995,Midwest,58472.81,4,Y,1
554,EZYV20514,North America,4,Y,N,2177,1993,West,10327.68,4,Y,1
555,EZYV8311,Europe,1,N,Y,2687,2004,South,88994.58,4,Y,1
556,EZYV16243,Asia,3,N,N,2313,1999,West,92219.53,4,Y,0
557,EZYV716,Asia,2,N,N,5198,2009,South,101607.49,4,N,1
558,EZYV4573,North America,2,Y,N,3471,2007,South,63235.89,4,Y,1
559,EZYV11147,Asia,2,Y,N,163,2000,Northeast,54620.95,4,Y,1
560,EZYV8506,Europe,4,Y,N,2364,1970,South,38544.47,4,Y,1
561,EZYV16393,Europe,1,Y,N,2375,2004,West,87871.33,4,Y,1
562,EZYV20592,Europe,3,Y,N,3253,2002,West,27039.06,4,Y,1
563,EZYV8249,Asia,2,N,N,1117,2011,Midwest,68956.1,4,Y,1
564,EZYV13988,Asia,2,Y,N,4359,1999,West,53199.97,4,Y,1
565,EZYV4377,Asia,1,N,Y,2121,1999,West,71142.72,4,Y,0
566,EZYV1930,Asia,2,N,N,534,2005,Northeast,44892.39,4,Y,0
567,EZYV5447,Asia,1,N,N,2500,1971,Northeast,105.87,1,Y,1
568,EZYV9071,Asia,1,N,N,149,2013,Midwest,169063.75,4,Y,1
569,EZYV22050,North America,4,N,Y,786,1899,Northeast,79914.33,4,Y,1
570,EZYV12537,Europe,1,Y,N,4167,1984,West,79341.16,4,Y,1
571,EZYV20001,Asia,1,N,N,2342,2007,Northeast,114357.35,4,Y,0
572,EZYV5027,Europe,4,N,N,4296,2008,South,6941.67,4,Y,1
573,EZYV17103,Asia,1,Y,N,3647,1902,Midwest,52770.8,4,Y,0
574,EZYV12408,Asia,2,Y,N,2973,2006,Midwest,85406.36,4,Y,1
575,EZYV11150,Asia,1,Y,Y,149,2000,South,109057.27,4,Y,0
576,EZYV4272,Africa,1,Y,N,4338,1855,Midwest,144189.29,4,Y,1
577,EZYV18552,Europe,4,Y,N,3147,2005,West,14785.44,4,Y,1
578,EZYV5380,North America,1,Y,N,15159,1977,South,60267.29,4,Y,1
579,EZYV17437,Asia,3,Y,N,1065,2011,Northeast,36182.96,4,Y,1
580,EZYV16795,Asia,2,Y,N,4958,1988,South,27437.79,4,Y,1
581,EZYV7137,North America,3,Y,Y,1459,1949,Northeast,814.0594,1,Y,1
582,EZYV21146,Asia,2,Y,N,3457,2006,Northeast,33084.03,4,Y,0
583,EZYV8157,Europe,2,Y,Y,3319,2004,Northeast,71392.67,4,Y,0
584,EZYV23638,Asia,1,N,N,3658,1997,Midwest,146429.5,4,Y,1
585,EZYV9060,Asia,2,Y,N,2894,1997,Northeast,40645.14,4,Y,1
586,EZYV1363,North America,1,Y,N,4931,1963,Midwest,22497.09,4,Y,1
587,EZYV20618,Asia,1,N,N,3727,2001,West,98697.42,4,Y,0
588,EZYV19295,Asia,2,N,N,3559,1968,Northeast,140666.12,4,N,0
589,EZYV23212,Asia,1,N,N,802,1998,Midwest,138514.52,4,Y,1
590,EZYV15144,Europe,2,Y,N,253,2002,Northeast,66576.59,4,Y,1
591,EZYV15019,Asia,2,Y,N,1839,2004,Northeast,3110.69,4,Y,1
592,EZYV14991,Asia,1,Y,N,3213,2008,South,119483.69,4,Y,1
593,EZYV21212,Europe,2,Y,N,982,1997,Midwest,171220.38,4,Y,1
594,EZYV2278,Asia,1,Y,N,2985,2008,South,85349.39,4,Y,1
595,EZYV13507,North America,2,Y,N,2674,2008,Northeast,106729.34,4,Y,0
596,EZYV20998,Asia,2,N,N,130,1999,South,126.67,1,Y,1
597,EZYV24797,Asia,2,Y,N,5061,2010,South,3219.01,4,Y,1
598,EZYV4642,Africa,2,Y,N,4642,1989,Midwest,124895.0,4,Y,1
599,EZYV1731,North America,2,N,N,1534,1997,South,144292.14,4,Y,1
600,EZYV15179,Europe,2,Y,Y,3326,1986,West,78458.07,4,Y,1
601,EZYV13785,Asia,2,N,N,1714,1820,South,558.3664,1,Y,1
602,EZYV15937,Asia,2,N,N,1055,2005,Northeast,72681.41,4,N,1
603,EZYV14970,Asia,2,Y,N,3323,1849,Northeast,47093.1,4,N,1
604,EZYV8726,Asia,4,N,Y,3466,1946,Northeast,20263.02,4,Y,1
605,EZYV18095,Asia,2,Y,N,5959,2008,West,60783.29,4,Y,1
606,EZYV17838,Europe,3,Y,N,1514,1999,Northeast,106829.01,4,Y,1
607,EZYV8869,Europe,3,Y,N,1915,2001,West,31524.7,4,Y,0
608,EZYV21852,North America,1,Y,N,2953,2006,West,22810.37,4,Y,0
609,EZYV19467,Asia,1,Y,N,835,1809,West,81557.74,4,Y,1
610,EZYV6040,Asia,2,Y,N,1976,2001,South,101497.72,4,Y,1
611,EZYV11962,North America,1,Y,N,1182,2010,Midwest,100352.79,4,Y,0
612,EZYV6456,Asia,1,Y,N,49,1992,South,28006.81,4,Y,0
613,EZYV12711,Asia,3,N,N,67753,1987,Northeast,913.2244,1,Y,0
614,EZYV13997,Asia,1,N,Y,1442,1976,South,113487.85,4,Y,1
615,EZYV940,Asia,2,Y,N,1874,1921,West,41178.56,4,Y,1
616,EZYV15649,Asia,2,N,N,1422,2000,Midwest,95827.95,4,Y,1
617,EZYV13120,Asia,1,Y,N,480,2010,Northeast,62183.19,4,Y,1
618,EZYV19483,Asia,1,Y,N,2168,1971,Northeast,10283.24,4,Y,1
619,EZYV11969,Asia,3,Y,N,2449,1992,West,9255.26,4,Y,0
620,EZYV3469,Asia,1,Y,N,1562,1899,South,54112.42,4,Y,1
621,EZYV20105,North America,2,Y,N,3529,2009,South,116524.43,4,N,1
622,EZYV15692,North America,2,Y,N,1826,1939,South,75377.8,4,N,1
623,EZYV14500,Europe,1,Y,N,2939,1868,Northeast,53439.31,2,Y,1
624,EZYV10255,Asia,2,Y,N,19813,1838,Northeast,29524.14,4,Y,1
625,EZYV24397,North America,1,N,Y,2205,1912,South,125757.81,4,Y,0
626,EZYV17886,Asia,1,N,N,1946,2006,West,127548.46,4,Y,0
627,EZYV21897,Asia,1,Y,N,1281,1831,Northeast,13127.45,4,Y,0
628,EZYV16047,Asia,1,N,N,4976,2000,West,146655.47,4,Y,0
629,EZYV12327,Asia,2,Y,N,3171,1938,West,37064.04,4,Y,1
630,EZYV8122,Asia,4,N,N,597,1997,Midwest,84233.28,4,N,1
631,EZYV9930,North America,3,Y,N,1368,2001,West,236.861,1,Y,0
632,EZYV13496,Asia,4,N,N,2656,1993,Northeast,35560.15,4,Y,1
633,EZYV23649,Asia,2,N,N,731,2012,South,270599.15,4,N,0
634,EZYV12849,Asia,1,Y,Y,4563,1999,Northeast,144320.75,4,Y,1
635,EZYV18494,North America,1,Y,Y,150,2005,South,84339.23,4,Y,0
636,EZYV301,Asia,2,Y,N,3268,2012,Midwest,101371.21,4,Y,1
637,EZYV14986,Asia,2,N,N,3444,1968,South,798.4359,1,Y,0
638,EZYV11794,Asia,1,N,N,1980,2007,Midwest,50394.41,4,Y,1
639,EZYV2916,Asia,1,N,N,1313,1999,West,102114.62,4,Y,0
640,EZYV16600,Asia,4,Y,N,4188,2008,West,48770.49,4,Y,1
641,EZYV19366,North America,1,Y,N,1845,1954,South,101.99,1,Y,0
642,EZYV22635,Europe,1,Y,N,618,2009,West,116526.54,4,Y,0
643,EZYV1195,Asia,2,Y,N,760,1989,Midwest,223128.23,4,Y,1
644,EZYV10722,Europe,2,Y,N,4538,2008,South,85217.54,4,Y,1
645,EZYV23488,Europe,4,N,Y,15050,1969,Northeast,78308.2,4,Y,0
646,EZYV1713,Asia,2,Y,N,4123,2007,South,67377.09,4,Y,1
647,EZYV18806,Asia,2,N,N,1510,1991,South,110542.93,4,Y,1
648,EZYV4372,Asia,2,Y,N,1726,1984,Midwest,145363.03,4,Y,1
649,EZYV21442,Asia,3,Y,N,4844,1973,South,105269.56,4,Y,1
650,EZYV16114,Europe,4,Y,N,1474,2008,West,8455.57,4,Y,1
651,EZYV19722,Europe,2,Y,N,1608,1978,South,130610.73,4,Y,1
652,EZYV19056,Asia,1,Y,Y,505,2003,West,129422.72,4,Y,0
653,EZYV19329,Asia,3,N,N,1943,1937,West,83274.88,4,Y,1
654,EZYV3079,Europe,2,Y,N,1995,2012,Northeast,106631.92,4,Y,1
655,EZYV21058,Asia,3,Y,N,10137,2006,Midwest,109795.77,4,Y,1
656,EZYV15626,Asia,2,N,Y,144,2005,Northeast,42692.99,4,Y,1
657,EZYV3210,Asia,1,Y,N,3968,1983,South,32361.59,4,N,1
658,EZYV9215,Asia,1,Y,Y,317,2009,Northeast,244938.45,4,Y,0
659,EZYV1254,Asia,1,Y,N,2665,1980,West,31701.58,4,Y,1
660,EZYV3624,Europe,2,N,N,5573,1986,South,33007.19,4,N,1
661,EZYV17125,Asia,1,Y,N,1211,1876,Northeast,122.65,1,Y,0
662,EZYV17156,Asia,1,Y,N,695,2005,West,46897.55,4,Y,1
663,EZYV1079,Asia,1,N,Y,2237,1948,West,114442.35,4,Y,0
664,EZYV24406,Europe,2,Y,N,2216,1947,Northeast,118495.9,4,Y,1
665,EZYV10689,Asia,2,Y,N,210,1994,Midwest,112842.28,4,Y,1
666,EZYV440,Asia,1,Y,N,1641,1985,South,67086.02,4,Y,1
667,EZYV10993,Asia,4,N,Y,1019,1997,West,93896.64,4,Y,1
668,EZYV5598,Asia,1,Y,N,160,1976,West,20408.29,4,Y,1
669,EZYV8279,Asia,2,Y,N,3575,2005,Northeast,865.0057,1,Y,1
670,EZYV5594,North America,2,Y,N,2585,1986,South,52486.74,4,Y,1
671,EZYV4339,Europe,4,N,Y,501,1986,Northeast,73749.93,4,Y,1
672,EZYV15514,North America,3,Y,N,1037,1994,Island,56348.85,4,Y,0
673,EZYV17673,South America,1,Y,N,855,1960,Northeast,235.23,1,Y,0
674,EZYV6271,Asia,2,Y,N,3159,2006,Midwest,81913.56,4,Y,1
675,EZYV20750,Asia,2,N,N,535,1993,South,111.2,1,Y,0
676,EZYV16203,Asia,1,N,N,3517,2000,West,116.37,1,Y,0
677,EZYV14190,Europe,1,Y,N,3433,1995,Northeast,30149.6,4,Y,1
678,EZYV21466,Asia,2,Y,N,3495,1989,West,70152.5,4,Y,0
679,EZYV16492,Asia,1,Y,N,1006,2009,Northeast,50612.84,4,Y,1
680,EZYV1067,Asia,2,N,N,4505,2013,Midwest,54700.7,4,Y,1
681,EZYV19404,South America,3,Y,Y,64,1996,Northeast,96560.28,2,Y,0
682,EZYV20615,Europe,4,Y,N,11013,2001,Northeast,2864.21,4,Y,0
683,EZYV12600,Asia,2,Y,N,468,2013,Northeast,22820.83,2,Y,1
684,EZYV10244,Asia,4,Y,N,1168,2012,South,12844.97,4,Y,1
